"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Tying the Knot","Jim de Sève","same-sex marriage in the United States","Documentary",""
"Undertow","David Gordon Green","Jamie Bell, Dermot Mulroney, Josh Lucas, Devon Alan","Thriller",""
"University Heights","Scott Beck","Jim Siokos, Shane Simmons, Travis Shepherd","Drama",""
"Van Helsing","Stephen Sommers","Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham, Will Kemp, Kevin J. O'Connor, Shuler Hensley","Horror",""
"Vanity Fair","Mira Nair","Reese Witherspoon, Jonathan Rhys Meyers, James Purefoy","Romance","based on Vanity Fair by William Makepeace Thackeray"
"A Very Long Engagement","Jean-Pierre Jeunet","Audrey Tautou, Gaspard Ulliel, Jodie Foster","War film","based on Un long dimanche de fiançailles by Sébastien Japrisot"
"The Village","M. Night Shyamalan","Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt, Sigourney Weaver","Suspense",""
"Voces inocentes","Luis Mandoki","Carlos Padilla, Leonor Varela, Xuna Primus","War film",""
"Voices of Iraq","Martin Kunert","Iraq","Documentary",""
"Walking Tall","Kevin Bray","Dwayne Johnson","Action","based on Walking Tall"
"Wake of Death","Philippe Martinez","Jean-Claude Van Damme","Action",""
"Watermarks","Yaron Zilberman","women from Viennese Hakoah swim team","Documentary",""
"We Don't Live Here Anymore","John Curran","Mark Ruffalo, Laura Dern, Naomi Watts, Peter Krause","Drama","based on stories by Andre Dubus"
"Welcome to Mooseport","Donald Petrie","Ray Romano, Gene Hackman, Marcia Gay Harden","Comedy",""
"When Will I Be Loved","James Toback","Neve Campbell, Fred Weller, Alex Feldman","Drama",""
"White Chicks","Keenen Ivory Wayans","Shawn Wayans, Marlon Wayans","Comedy","5 Razzie nominations"
"The Whole Ten Yards","Howard Deutch","Matthew Perry, Bruce Willis, Amanda Peet, Natasha Henstridge, Kevin Pollak","Comedy","Preceded by The Whole Nine Yards"
"Wicker Park","Paul McGuigan","Josh Hartnett, Rose Byrne, Diane Kruger, Matthew Lillard","Drama","based on L'Appartement"
"Win a Date with Tad Hamilton!","Robert Luketic","Kate Bosworth, Topher Grace, Josh Duhamel","Comedy",""
"With All Deliberate Speed","Peter Gilbert","Brown v. Board of Education","Documentary",""
"Without a Paddle","Steven Brill","Matthew Lillard, Seth Green, Dax Shepard","Comedy",""
"Woman Thou Art Loosed","Michael Schultz","Kimberly Elise, Loretta Devine, Debbi Morgan","Drama","based on a book by T. D. Jakes"
"The Woodsman","Nicole Kassell","Kevin Bacon, Kyra Sedgwick, Eve, Mos Def","Drama",""
"The Work and the Glory","Russell Holt","Sam Hennings, Brenda Strong, Eric Johnson","Drama","based on Pillar of Light by Gerald N. Lund"
"The Year of the Yao","Adam Del Deo, James D. Stern","The first of year of Yao Ming's American career","Documentary",""
"You Got Served","Chris Stokes","Marques Houston, Omarion Grandberry, Jennifer Freeman","Comedy",""
