"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Press Start","Ed Glaser","Joshua Stafford, Daniel Pesina","Comedy",""
"Pride","Sunu Gonera","Bernie Mac","Drama",""
"Primeval","Michael Katleman","Dominic Purcell, Orlando Jones","Horror",""
"Ratatouille","Brad Bird","Patton Oswalt, Lou Romano, Peter Sohn, Brad Garrett","Animation","winner of Academy Award, BAFTA Award, Golden Globe and Satellite Award"
"The Reaping","Stephen Hopkins","Hilary Swank, AnnaSophia Robb, David Morrissey, Stephen Rea","Horror",""
"Redline","Andy Cheng","Tim Matheson, Nathan Phillips, Nadia Bjorlin, Eddie Griffin","Action",""
"Redrum","Kenny Young","Kenny Young, Jill Marie Jones","Comedy",""
"Reign Over Me","Mike Binder","Adam Sandler, Don Cheadle, Liv Tyler","Drama","Columbia Pictures"
"Remember the Daze","Jess Manafort","Chris Marquette, Sean Marquette, Amber Heard, Lyndsy Fonseca","Comedy-drama",""
"Rendition","Gavin Hood","Jake Gyllenhaal, Reese Witherspoon, Peter Sarsgaard, Alan Arkin, Meryl Streep","Drama","New Line Cinema"
"Reno 911!: Miami","Robert Ben Garant","Carlos Alazraqui, Mary Birdsong, Wendi McLendon-Covey","Comedy","based on Reno 911!"
"Reservation Road","Terry George","Joaquin Phoenix, Mark Ruffalo, Jennifer Connelly, Mira Sorvino","Drama","Focus Features. Based on Reservation Road"
"Resident Evil: Extinction","Russell Mulcahy","Milla Jovovich, Ali Larter","Action, Horror","Screen Gems. Preceded by Resident Evil: Apocalypse"
"Resurrecting the Champ","Rod Lurie","Samuel L. Jackson, Josh Hartnett","Drama","Yari Film Group"
"Rocket Science","Jeffrey Blitz","Reece Thompson, Anna Kendrick, Nicholas D'Agosto","Comedy-drama",""
"Rolling","Billy Samoa Saleebey","Sanoe Lake","Drama",""
"Rush Hour 3","Brett Ratner","Jackie Chan, Chris Tucker","Action","Preceded by Rush Hour 2"
"Savage Grace","Tom Kalin","Julianne Moore, Stephen Dillane, Eddie Redmayne, Hugh Dancy","Drama","based on Savage Grace by Natalie Robins and Steven M. L. Aronson"
"The Savages","Tamara Jenkins","Laura Linney, Philip Seymour Hoffman","Comedy-drama",""
"Saw IV","Darren Lynn Bousman","Tobin Bell, Lyriq Bent, Costas Mandylor, Betsy Russell","Horror, Thriller","Lionsgate. Preceded by Saw III"
"The Seeker","David Loren Cunningham","Ian McShane","Fantasy","based on The Dark Is Rising by Susan Cooper"
"Seraphim Falls","David Von Ancken","Pierce Brosnan, Liam Neeson","Western",""
"Shadow Puppets","Michael Winnick","Jolene Blalock, Tony Todd, James Marsters","Horror",""
"Shoot 'Em Up","Michael Davis","Clive Owen, Paul Giamatti, Monica Bellucci","Action",""
"Shooter","Antoine Fuqua","Mark Wahlberg, Danny Glover, Michael Peña, Ned Beatty","Crime drama","Paramount Pictures. Based on Point of Impact by Stephen Hunter"
"ShowBusiness: The Road to Broadway","Dori Berinstein","The 2003–04 Broadway season of Wicked, Taboo, Caroline, or Change and Avenue Q","Documentary",""
"Shrek the Third","Chris Miller, Raman Hui","Mike Myers, Eddie Murphy, Cameron Diaz","Animation","preceded by Shrek 2"
"Sicko","Michael Moore","American health care and pharmaceutical industry","Documentary","winner of Satellite Award for Best Documentary Film"
"The Simpsons Movie","David Silverman","Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith","Animation","based on The Simpsons"
"Sinner","Marc Benardout","Nick Chinlund, Georgina Cates, Michael E. Rodgers","Drama",""
"Sinners","Tory Christopher","Ben Kurland","Crime drama",""
"Sleuth","Kenneth Branagh","Michael Caine, Jude Law","Drama","based on Sleuth by Anthony Shaffer"
"Slipstream","Anthony Hopkins","Anthony Hopkins","Science fiction",""
"Smiley Face","Gregg Araki","Anna Faris, John Krasinski","Comedy",""
"Smokin' Aces","Joe Carnahan","Ryan Reynolds, Ray Liotta, Alicia Keys, Jeremy Piven, Ben Affleck","Crime drama",""
"Socket","Sean Abley","Derek Long, Alexandra Billings","Science fiction",""
"Spider-Man 3","Sam Raimi","Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace","Superhero","Preceded by Spider-Man 2"
"Spiral","Joel David Moore, Adam Green","Amber Tamblyn, Joel David Moore, Zachary Levi","Drama",""
"Stardust","Matthew Vaughn","Claire Danes, Michelle Pfeiffer, Robert De Niro","Fantasy","based on Stardust by Neil Gaiman"
"The Star of Bethlehem","Stephen Vidano","Frederick Larson's search for the Star of Bethlehem","Documentary","Mpower Pictures"
"Starting Out in the Evening","Andrew Wagner","Frank Langella, Lauren Ambrose, Lili Taylor","Romance","based on Starting Out in the Evening by Brian Morton"
"A State of Vine","Don Scioli","Wine industry","Documentary",""
"Still Green","Jon Artigo","Sarah Jones, Ryan Kelley, Douglas Spain","Drama",""
"Stomp the Yard","Sylvain White","Columbus Short, Chris Brown, Ne-Yo","Dance, drama",""
"Strange Culture","Lynn Hershman Leeson","the case of Steve Kurtz","Documentary",""
"Stuck","Stuart Gordon","Mena Suvari, Stephen Rea","Crime",""
"Suburban Girl","Marc Klein","Sarah Michelle Gellar, Alec Baldwin, Maggie Grace, Chris Carmack","Romantic comedy",""
"Suffering Man's Charity","Alan Cumming","Alan Cumming, David Boreanaz","Comedy",""
"Sunshine","Danny Boyle","Cillian Murphy, Rose Byrne, Cliff Curtis","Science fiction",""
"Superbad","Greg Mottola","Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Seth Rogen","Comedy",""
"Surf's Up","Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel","Animation",""
"Sweeney Todd: The Demon Barber of Fleet Street","Tim Burton","Johnny Depp, Helena Bonham Carter, Alan Rickman, Laura Michelle Kelly","Musical, thriller","based on the stage musical"
"Talk to Me","Kasi Lemmons","Don Cheadle, Chiwetel Ejiofor, Taraji P. Henson, Cedric the Entertainer, Mike Epps, Martin Sheen","Biography, Drama","Focus Features"
"Taxi to the Dark Side","Alex Gibney","the murder of Dilawar","Documentary","winner of Academy Award for Best Documentary (Feature)"
"The Ten","David Wain","Jessica Alba, Winona Ryder, Paul Rudd","Comedy",""
"There Will Be Blood","Paul Thomas Anderson","Daniel Day-Lewis, Paul Dano, Dillon Freasier, Kevin J. O'Connor","Drama","based on Oil! by Upton Sinclair; Academy Award for Day-Lewis"
"Things We Lost in the Fire","Susanne Bier","Halle Berry, Benicio del Toro","Drama",""
"TMNT","Kevin Munroe","James Arnold Taylor, Mitchell Whitfield, Mikey Kelley, Nolan North","Animation","based on Teenage Mutant Ninja Turtles franchise"
"Transformers","Michael Bay","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","Science fiction","Based on the Transformers franchise"
"Underdog","Frederik Du Chau","Alex Neuberger, Amy Adams, Jason Lee","Superhero","Based on Underdog"
"Vacancy","Nimród Antal","Luke Wilson, Kate Beckinsale","Horror, Thriller",""
"Waitress","Adrienne Shelly","Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto","Comedy-drama",""
"Walk Hard: The Dewey Cox Story","Jake Kasdan","John C. Reilly, Jenna Fischer","Musical comedy",""
"War","Philip Atwell","Jet Li, Jason Statham","Action",""
"War/Dance","Sean Fine, Andrea Nix Fine","Acholi ethnic group in Uganda refugee camp","Documentary",""
"The Water Horse: Legend of the Deep","Jay Russell","Emily Watson","Fantasy","based on The Water Horse by Dick King-Smith"
"We Are the Strange","M. dot Strange","Chaylon Blancett","Animation",""
"Welcome to Nollywood","Jamie Meltzer","The cinema of Nigeria","Documentary",""
"We Own the Night","James Gray","Mark Wahlberg, Joaquin Phoenix, Eva Mendes, Robert Duvall","Crime drama",""
"What Love Is","Mars Callahan","Cuba Gooding, Jr.","Romantic comedy",""
"What We Do Is Secret","Rodger Grossman","Shane West, Bijou Phillips, Rick Gonzalez","Biography",""
"Whisper","Stewart Hendler","Josh Holloway, Blake Woodruff","Horror",""
"White Noise: The Light","Patrick Lussier","Nathan Fillion, Katee Sackhoff","Horror","preceded by White Noise"
"Who's Your Caddy?","Don Michael Paul","Lil Wayne, Andy Milonakis","Comedy",""
"Why Did I Get Married?","Tyler Perry","Denise Boutte, Richard T. Jones, Sharon Leal, Lamman Rucker, Jill Scott, Tasha Smith, Michael Jai White, Malik Yoba, Janet Jackson","Dramedy","Lionsgate"
"Wild Hogs","Walt Becker","John Travolta, Tim Allen, Martin Lawrence, William H. Macy, Marisa Tomei","Comedy","Walt Disney Pictures"
"Wind Chill","Gregory Jacobs","Emily Blunt, Ashton Holmes","Horror",""
"Year of the Dog","Mike White","Molly Shannon, Laura Dern","Comedy-drama",""
"Year of the Fish","David Kaplan","Tsai Chin, Ken Leung","Animation",""
"You Kill Me","John Dahl","Ben Kingsley, Téa Leoni, Luke Wilson, Dennis Farina","Crime, Comedy",""
"Youth Without Youth","Francis Ford Coppola","Tim Roth, Bruno Ganz","Romance","based on Youth Without Youth by Mircea Eliade"
"Zodiac","David Fincher","Jake Gyllenhaal, Robert Downey, Jr., Mark Ruffalo, Anthony Edwards, Chloë Sevigny, John Carroll Lynch, Brian Cox","Crime drama","Based on Zodiac by Robert Graysmith"
