"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Pooh's Grand Adventure: The Search for Christopher Robin","Karl Geurs","Jim Cummings, John Fielder, Ken Sansom, Andre Stojka, Peter Cullen, David Warner, Paul Winchell","Family, Animated","Disney"
"The Postman","Kevin Costner","Kevin Costner, Olivia Williams, Larenz Tate, Will Patton","Science fiction","won 5 Razzie awards"
"Preaching to the Perverted","","","",""
"Prefontaine","Steve James","Jared Leto, R. Lee Ermey, Ed O'Neill","Biography, Drama","story of Steve Prefontaine"
"Pressurecooker","","","",""
"Private Parts","Betty Thomas","Howard Stern, Robin Quivers, Mary McCormack, Paul Giamatti, Allison Janney","Biography, Comedy","based on Stern's autobiography"
"Pullet Surprise","","","",""
"Quicksilver Highway","Mick Garris","Christopher Lloyd","Drama","Direct to video, TV"
"Quiet Days in Hollywood","Josef Rusnak","Hilary Swank, Chad Lowe, Natasha Gregson Wagner","Drama","aka The Way We Are"
"The Rainmaker","Francis Ford Coppola","Matt Damon, Claire Danes, Danny DeVito, Jon Voight, Mary Kay Place, Mickey Rourke, Danny Glover, Virginia Madsen, Roy Scheider","Drama","Based on John Grisham novel"
"Red Corner","Jon Avnet","Richard Gere, Bai Ling","Thriller","banned in China"
"The Relic","Peter Hyams","Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore","Horror","Paramount"
"A River Made to Drown In","""Alan Smithee""","Michael Imperioli, Richard Chamberlain","Drama",""
"Robinson Crusoe","Rod Hardy","Pierce Brosnan","Adventure","Based on Daniel Defoe novel"
"RocketMan","Stuart Gillard","Harland Williams, Jessica Lundy, William Sadler","Comedy",""
"Romy and Michele's High School Reunion","David Mirkin","Mira Sorvino, Lisa Kudrow, Janeane Garofalo","Comedy","Touchstone"
"Rosewood","John Singleton","Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill, Loren Dean, Esther Rolle, Elise Neal","Drama","story of Rosewood massacre"
"Rough Riders","John Milius","Tom Berenger, Chris Noth, Gary Busey, Sam Elliott","Drama","TV miniseries"
"Running Time","Josh Becker","Bruce Campbell","",""
"Sick: The Life and Death of Bob Flanagan, Supermasochist","Kirby Dick","","Documentary",""
"The Saint","Phillip Noyce","Val Kilmer, Elisabeth Shue","Thriller","Based on Leslie Charteris novels"
"Saint-Ex","","Bruno Ganz, Miranda Richardson","Biography","France"
"Scream 2","Wes Craven","David Arquette, Neve Campbell, Courteney Cox, Omar Epps, Sarah Michelle Gellar, Laurie Metcalf, Jerry O'Connell, Timothy Olyphant, Jada Pinkett","Horror","sequel to Scream"
"The Second Jungle Book: Mowgli & Baloo","","","",""
"Selena","Gregory Nava","Jennifer Lopez, Edward James Olmos","Biography","story of singer"
"Seven Years in Tibet","Jean-Jacques Annaud","Brad Pitt, David Thewlis, Victor Wong, Lhakpa Tsamchoe","Drama","Based on Heinrich Harrer book"
"Shadow Conspiracy","George P. Cosmatos","Charlie Sheen, Donald Sutherland, Linda Hamilton, Sam Waterston, Stephen Lang, Ben Gazzara","Drama","Cosmatos' final film"
"She's So Lovely","Nick Cassavetes","Sean Penn, Robin Wright Penn, John Travolta","Drama","John Cassavetes script"
"Shrieker","David DeCoteau","","Horror",""
"A Simple Wish","Michael Ritchie","Martin Short, Mara Wilson, Kathleen Turner","Fantasy","Ritchie's final film"
"Six Ways to Sunday","Adam Bernstein","Adrien Brody, Deborah Harry","Drama",""
"The 6th Man","","Marlon Wayans, Kadeem Hardison","",""
"A Smile Like Yours","Keith Samples","Greg Kinnear, Lauren Holly, Joan Cusack","Comedy",""
"Snow White: A Tale of Terror","","Sigourney Weaver, Monica Keena, Sam Neill","Horror","Made-for-TV"
"Soul Food","George Tillman, Jr.","Vanessa L. Williams, Vivica A. Fox, Nia Long, Michael Beach","Comedy, Drama","Fox 2000"
"Space Marines","","","Sci-fi",""
"Spaceman","","","",""
"The Spanish Prisoner","David Mamet","Campbell Scott, Steve Martin, Rebecca Pidgeon","Drama","Sony"
"Spawn","Mark A.Z. Dippe","Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle, Nicol Williamson, D. B. Sweeney","Horror","from Todd McFarlane comic"
"Speed 2: Cruise Control","Jan de Bont","Sandra Bullock, Jason Patric, Willem Dafoe","Action","Sequel to Speed; 8 Razzie nominations"
"Sprung","Rusty Cundieff","Tisha Campbell, Paula Jai Parker","Comedy",""
"Star Kid","Manny Coto","Joseph Mazzello, Richard Gilliland","Family",""
"Starship Troopers","Paul Verhoeven","Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey, Neil Patrick Harris, Patrick Muldoon","Science fiction","based on a novel by Robert A. Heinlein"
"Steel","Kenneth Johnson","Shaquille O'Neal, Annabeth Gish, Judd Nelson, Richard Roundtree, Ray J","Action","Warner Bros."
"Stranger in the House","","Michele Greene, Steve Railsback","Suspense","from Georges Simenon story"
"Strategic Command","","","",""
"Strawberry Fields","Rea Tajiri","","",""
"Suicide Kings","Peter O'Fallon","Christopher Walken, Denis Leary, Henry Thomas","Drama","Artisan"
"Sunday","Jonathan Nossiter","David Suchet, Lisa Harrow, Jared Harris","Black comedy","Sundance Best Film"
"Super Speedway","Stephen Low","","Documentary","Narrated by Paul Newman"
"The Swan Princess II: Escape from Castle Mountain","","","","Sequel"
"Swept from the Sea","Beeban Kidran","Rachel Weisz, Ian McKellen, Kathy Bates","Drama","Based on Joseph Conrad story"
"Switchback","Jeb Stuart","Dennis Quaid, Danny Glover, Jared Leto","Thriller","Paramount"
"Telling Lies in America","Guy Ferland","Kevin Bacon, Brad Renfro","Drama",""
"That Darn Cat","Bob Spiers","Christina Ricci, Doug E. Doug","Family","Disney"
"That Old Feeling","Carl Reiner","Bette Midler, Dennis Farina","Comedy","Universal"
"This World, Then the Fireworks","Michael Oblowitz","Billy Zane, Gina Gershon, Sheryl Lee","Drama","Based on novel by Jim Thompson"
"A Thousand Acres","Jocelyn Moorhouse","Jessica Lange, Michelle Pfeiffer, Jennifer Jason Leigh, Jason Robards, Colin Firth","Drama","Based on novel by Jane Smiley"
"'Til There Was You","Scott Winant","Jeanne Tripplehorn, Dylan McDermott, Sarah Jessica Parker","Rom com","Paramount"
"Titanic","James Cameron","Leonardo DiCaprio, Kate Winslet, Billy Zane, Frances Fisher, Victor Garber, Kathy Bates, Bill Paxton, Gloria Stuart, David Warner, Suzy Amis","Historical Epic, Disaster","11 Academy Awards, box office record $1,835,300,000"
"Top of the World","Sidney J. Furie","Peter Weller, Dennis Hopper","Drama",""
"Touch","Paul Schrader","Bridget Fonda, Christopher Walken, Skeet Ulrich, Tom Arnold, Gina Gershon, Lolita Davidovich","Comedy","Based on novel by Elmore Leonard"
"Toothless","Melanie Mayron","","Family","Disney"
"Touch Me","H. Gordon Boos","Amanda Peet, Michael Vartan, Peter Facinelli","Romance",""
"Tower of Terror","D.J. MacHale","Steve Guttenberg, Kirsten Dunst","Horror","Made-for-TV"
"Traveller","Jack N. Green","Bill Paxton, Mark Wahlberg, Julianna Margulies","Crime drama","October Films"
"Trekkies","Roger Nygard","","Documentary",""
"Trial and Error","Jonathan Lynn","Michael Richards, Jeff Daniels, Charlize Theron","Comedy","New Line Cinema"
"Trojan War","George Huang","Will Friedle, Jennifer Love Hewitt","Comedy",""
"Truth or Consequences, N.M.","Kiefer Sutherland","Kiefer Sutherland, Kevin Pollak, Kim Dickens, Grace Phillips","Drama","TriStar"
"Turbo: A Power Rangers Movie","Jonathan Tzachor","Johnny Yong Bosch, Nakia Burrise, Jason David Frank, Catherine Sutherland","Fantasy",""
"Turbulence","Robert Butler","Ray Liotta, Lauren Holly, Hector Elizondo, Rachel Ticotin, Catherine Hicks, Brendan Gleeson","Action","Metro-Goldwyn-Mayer"
"The Twilight of the Golds","Rosss Kagan Marks","Jennifer Beals, Brendan Fraser","Drama","Made-for-TV"
"Twisted","Seth Michael Donsky","William Hickey, Billy Porter","Drama",""
"U Turn","Oliver Stone","Sean Penn, Jennifer Lopez, Nick Nolte, Powers Boothe, Jon Voight, Joaquin Phoenix, Claire Danes, Billy Bob Thornton","Thriller, Comedy","TriStar"
"Ulee's Gold","Victor Nuñez","Peter Fonda, Patricia Richardson","Drama","Golden Globe for Fonda"
"Under Wraps","","Adam Wylie, Ed Lauter","Family","Disney Channel"
"Vampire Journals","","","Horror","Direct to video"
"Vanishing Point","Charles Carner","Viggo Mortensen, Jason Priestley, Keith David","Action","TV remake of 1971 film"
"Vegas Vacation","Stephen Kessler","Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry, Marisol Nichols","Comedy","Fourth of series"
"Velocity Trap","Phillip J. Roth","Olivier Gruner, Craig Wasson","Action",""
"Volcano","Mick Jackson","Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle, Keith David","Disaster","20th Century Fox"
"Waco: The Rules of Engagement","William Gazecki","","Documentary",""
"Wag the Dog","Barry Levinson","Dustin Hoffman, Robert De Niro, Woody Harrelson, Anne Heche, Denis Leary, Willie Nelson","Comedy","New Line Cinema; 2 Oscar nominations"
"Waiting for Guffman","Christopher Guest","Eugene Levy, Catherine O'Hara, Christopher Guest, Fred Willard, Parker Posey","Mockumentary","Sony Pictures Classics"
"Warriors of Virtue","Ronny Yu","","Fantasy",""
"Washington Square","Agnieszka Holland","Jennifer Jason Leigh, Albert Finney, Maggie Smith","Drama","based on novel by Henry James"
"Weapons of Mass Distraction","Stephen Surjik","Ben Kingsley, Gabriel Byrne, Mimi Rogers, Jeffrey Tambor, Chris Mulkey, Ileana Douglas","Comedy","Made-for-TV"
"Welcome to Sarajevo","Michael Winterbottom","Stephen Dillane, Woody Harrelson, Marisa Tomei","Drama",""
"What the Deaf Man Heard","","Matthew Modine, James Earl Jones","Drama","Made-for-TV"
"Wild America","William Dear","Jonathan Taylor Thomas, Devon Sawa, Scott Bairstow","Adventure",""
"The Wings of the Dove","Iain Softley","Helena Bonham Carter, Linus Roache, Alison Elliott","Drama","4 Oscar nominations"
"The Winter Guest","Alan Rickman","Emma Thompson","Drama","Fine Line"
"Wishmaster","Robert Kurtzman","Tammy Lauren, Chris Lemmon","Horror",""
"The Woodlanders","","Rufus Sewell","Drama",""
"The Wrong Guy","David Steinberg","Dave Foley, Jennifer Tilly, David Higgins, Colm Feore","Comedy, Crime","Canada"
"Year of the Horse","Jim Jarmusch","","Documentary","Neil Young concert tour"
"Young Thugs: Innocent Blood","","","",""
"Young and Dangerous 4","Andrew Lau","Ekin Cheng, Jordan Chan","Triad","British Hong Kong"
"Zeus and Roxanne","George Miller","Steve Guttenberg, Kathleen Quinlan","Family","Metro-Goldwyn-Mayer"
