"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Opie Gets Laid","James Ricardo","April Wade, Ute Werner, Jesselynn Desmond, James Ricardo, Gina DeVettori","Comedy","Vivendi Entertainment"
"Orphan","Jaume Collet-Serra","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder, Jimmy Bennett","Horror","Warner Bros. Pictures, Dark Castle Entertainment"
"Pandorum","Christian Alvart","Dennis Quaid, Ben Foster","Horror, Science fiction","Overture Films"
"Paper Heart","Nicholas Jasenovec","Charlyne Yi, Michael Cera","Mockumentary","Overture Films, Alliance Films"
"Paul Blart: Mall Cop","Steve Carr","Kevin James, Jayma Mays, Keir O'Donnell, Bobby Cannavale, Stephen Rannazzisi, Shirley Knight","Comedy","Columbia Pictures"
"A Perfect Getaway","David Twohy","Timothy Olyphant, Milla Jovovich, Kiele Sanchez, Steve Zahn, Marley Shelton, Chris Hemsworth","Thriller","Rogue Pictures, Alliance Films"
"Phoebe in Wonderland","Daniel Barnz","Felicity Huffman, Patricia Clarkson, Elle Fanning, Campbell Scott, Bill Pullman","Fantasy","Silverwood Films"
"The Pink Panther 2","Harald Zwart","Steve Martin, Jean Reno, Alfred Molina, Emily Mortimer, Aishwarya Rai","Comedy","Preceded by The Pink Panther (2006)"
"Planet 51","Jorge Blanco (fr)","Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman, Seann William Scott, John Cleese","Science fiction","TriStar Pictures"
"Post Grad","Vicky Jenson","Alexis Bledel, Zach Gilford, Rodrigo Santoro, Jane Lynch, Carol Burnett, Michael Keaton","Romantic comedy","20th Century Fox, Fox Atomic"
"Powder Blue","Timothy Linh Bui","Jessica Biel, Ray Liotta, Eddie Redmayne, Forest Whitaker, Kris Kristofferson, Lisa Kudrow, Patrick Swayze","Drama","Image Entertainment"
"Precious","Lee Daniels","Mo'Nique, Paula Patton, Mariah Carey, Lenny Kravitz, Sherri Shepherd, Gabourey Sidibe","Drama","Lionsgate; based on Push by Sapphire winner of the Grand Jury Prize: Dramatic"
"The Princess and the Frog","Ron Clements, John Musker","Anika Noni Rose, Oprah Winfrey, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, John Goodman","Animation, Family","Walt Disney Pictures"
"The Private Lives of Pippa Lee","Rebecca Miller","Robin Wright Penn, Alan Arkin, Maria Bello, Monica Bellucci, Blake Lively, Julianne Moore, Keanu Reeves, Winona Ryder","Drama","Screen Media Films"
"The Proposal","Anne Fletcher","Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson, Betty White","Romantic comedy","Touchstone Pictures"
"Public Enemies","Michael Mann","Johnny Depp, Christian Bale, Marion Cotillard, Channing Tatum, David Wenham, Stephen Graham, Giovanni Ribisi, Stephen Dorff, Billy Crudup","Crime drama, Biography","Universal Pictures"
"Push","Paul McGuigan","Chris Evans, Dakota Fanning, Camilla Belle, Djimon Hounsou","Science fiction","Summit Entertainment"
"Quantum Quest: A Cassini Space Odyssey","Harry Kloor, Dan St. Pierre","Chris Pine, Amanda Peet, Samuel L. Jackson","Animation","Awaiting release"
"Race to Witch Mountain","Andy Fickman","Dwayne Johnson, AnnaSophia Robb, Carla Gugino, Garry Marshall, Ciarán Hinds, Alexander Ludwig, Tom Everett Scott, Christopher Marquette","Family, Science fiction","Walt Disney Pictures; based on Escape to Witch Mountain and on Escape to Witch Mountain by Alexander Key"
"The Road","John Hillcoat","Charlize Theron, Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall","Drama, Science fiction","Based on The Road by Cormac McCarthy"
"Saw VI","Kevin Greutert","Tobin Bell, Costas Mandylor, Shawnee Smith, Tanedra Howard, Betsy Russell, Mark Rolston, Peter Outerbridge","Horror","Lionsgate Preceded by Saw V (2008)"
"A Serious Man","Joel and Ethan Coen","Michael Stuhlbarg, Richard Kind","Comedy","Focus Features"
"Sherlock Holmes","Guy Ritchie","Robert Downey, Jr., Jude Law, Rachel McAdams, Mark Strong","Adventure","Warner Bros. Pictures"
"Shrink","Jonas Pete","Kevin Spacey","Drama","Roadside Attractions"
"Shorts","Robert Rodriguez","Jon Cryer, William H. Macy, Leslie Mann, James Spader, Jimmy Bennett, Kat Dennings","Comedy, Family","Warner Bros. Pictures"
"A Single Man","Tom Ford","Colin Firth, Julianne Moore, Matthew Goode, Nicholas Hoult","Drama","The Weinstein Company"
"The Slammin' Salmon","Kevin Heffernan","Michael Clarke Duncan, Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske, April Bowlby, Sendhil Ramamurthy, Lance Henriksen, Olivia Munn, Vivica A. Fox, Morgan Fairchild","Comedy","Anchor Bay Films"
"The Soloist","Joe Wright","Jamie Foxx, Robert Downey, Jr.","Bio-pic, Drama","Paramount Pictures, DreamWorks; based on The Soloist by Steve Lopez"
"Sorority Row","Stewart Hendler","Briana Evigan, Jamie Chung, Rumer Willis, Leah Pipes, Audrina Patridge, Matt O'Leary, Julian Morris, Margo Harshman, Matt Lanter, Carrie Fisher","Horror","Summit Entertainment Based on The House on Sorority Row"
"Spread","David Mackenzie","Ashton Kutcher, Anne Heche, Margarita Levieva, Sebastian Stan, Rachel Blanchard, María Conchita Alonso","Comedy","TVA Films"
"The Star of Bethlehem","Stephen Vidano","Frederick Larson's search for the Star of Bethlehem","Documentary","Mpower Pictures"
"Star Trek","J. J. Abrams","Chris Pine, Zachary Quinto, Karl Urban, Simon Pegg, Zoe Saldana, John Cho, Ben Cross, Anton Yelchin, Winona Ryder, Eric Bana, Leonard Nimoy","Action, Science fiction","Paramount Pictures; preceded by Star Trek Nemesis (2002)"
"State of Play","Kevin Macdonald","Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren","Political thriller","Universal Pictures; based on State of Play"
"The Stepfather","Nelson McCormick","Penn Badgley, Dylan Walsh, Amber Heard, Sela Ward, Jon Tenney","Horror","Screen Gems Based on The Stepfather"
"Street Fighter: The Legend of Chun-Li","Andrzej Bartkowiak","Kristin Kreuk, Chris Klein, Neal McDonough, Robin Shou, Moon Bloodgood, Josie Ho, Taboo, Michael Clarke Duncan","Action, Crime","20th Century Fox, Hyde Park Entertainment, Capcom; preceded by Street Fighter (1994)"
"Surrogates","Jonathan Mostow","Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe, James Cromwell, Ving Rhames","Action, Science fiction","Touchstone Pictures; based on The Surrogates by Robert Venditti"
"The Taking of Pelham 123","Tony Scott","Denzel Washington, John Travolta, John Turturro, James Gandolfini","Action, Crime","Columbia Pictures, MGM. Based on The Taking of Pelham One Two Three and The Taking of Pelham One Two Three by Morton Freedgood"
"Taking Woodstock","Ang Lee","Demetri Martin, Dan Fogler, Henry Goodman, Jonathan Groff, Eugene Levy, Jeffrey Dean Morgan, Imelda Staunton, Emile Hirsch, Liev Schreiber","Comedy, Musical","Focus Features; based on Taking Woodstock: A True Story of a Riot, a Concert, and a Life by Elliot Tiber and Tom Monte"
"Tekken","Dwight H. Little","Jon Foo, Kelly Overton, Cary-Hiroyuki Tagawa","Fantasy","Based on the Tekken series from Namco"
"Tennessee","Adam Woodley","Ethan Peck, Adam Rothenberg, Mariah Carey, Lance Reddick, Bill Sage","Drama","Vivendi Entertainment"
"Terminator Salvation","McG","Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Bryce Dallas Howard, Common, Jadagrace Berry, Helena Bonham Carter, Jane Alexander","Science fiction","The Halcyon Company, Warner Bros., Columbia Pictures; preceded by Terminator 3: Rise of the Machines (2003)"
"Tetro","Francis Ford Coppola","Vincent Gallo","Drama","American Zoetrope"
"The Time Traveler's Wife","Robert Schwentke","Eric Bana, Rachel McAdams","Romantic drama","New Line Cinema; based on The Time Traveler's Wife by Audrey Niffenegger"
"Transformers: Revenge of the Fallen","Michael Bay","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, John Turturro, Matthew Marsden","Science fiction","Paramount Pictures; preceded by Transformers (2007). co-produced by DreamWorks pictures. Winner of the Golden Raspberry Award for Worst Picture"
"Trick 'r Treat","Michael Dougherty","Rochelle Aytes, Dylan Baker, Leslie Bibb, Jean-Luc Bilodeau, Brian Cox, Alberto Ghisi, Brett Kelly, Quinn Lord, Britt McKillip, Anna Paquin, Tahmoh Penikett, Lauren Lee Smith","Horror","Warner Bros. Pictures, Legendary Pictures; Direct-to-DVD"
"True Adolescents","Craig Johnson","Mark Duplass, Bret Loehr, Melissa Leo","Comedy","New Video Group"
"Tyson","James Toback","The life and career of Mike Tyson","Documentary","Sony Pictures Classics"
"The Ugly Truth","Robert Luketic","Katherine Heigl, Gerard Butler","Romantic comedy","Columbia Pictures, Lakeshore Entertainment"
"The Unborn","David S. Goyer","Odette Yustman, Gary Oldman, Meagan Good, Cam Gigandet, James Remar, Jane Alexander, Idris Elba, Carla Gugino","Horror","Rogue Pictures"
"Underworld: Rise of the Lycans","Patrick Tatopoulos","Rhona Mitra, Michael Sheen, Bill Nighy, Kevin Grevioux, Shane Brolly, Steven Mackintosh","Horror","Screen Gems, Lakeshore Entertainment. Preceded by Underworld: Evolution (2006)"
"The Uninvited","Thomas Guard, Charles Guard","Emily Browning, Elizabeth Banks, Arielle Kebbel, David Strathairn","Drama, Horror","DreamWorks Pictures. Based on A Tale of Two Sisters"
"Up","Pete Docter, Bob Peterson","Edward Asner, Jordan Nagai, Paul Eiding, Christopher Plummer, Bob Peterson","Animated film","Walt Disney Pictures"
"Up in the Air","Jason Reitman","George Clooney, Vera Farmiga, Anna Kendrick, Danny McBride, Jason Bateman","Comedy-drama","Paramount Pictures; based on Up in the Air by Walter Kirn"
"Wah Do Dem","Ben Chace","Carl Bradshaw, Sean Bones, Kevin Bewersdorf, Norah Jones,","Comedy",""
"Watchmen","Zack Snyder","Jeffrey Dean Morgan, Matthew Goode, Patrick Wilson, Malin Åkerman, Billy Crudup, Jackie Earl Haley, Carla Gugino","Superhero","Warner Bros., Paramount Pictures. Based on Watchmen by Alan Moore"
"We Live in Public","Ondi Timoner","The career of Josh Harris","Documentary","Winner of the Grand Jury Prize: Documentary"
"What Goes Up","Jonathan Glatzer","Steve Coogan, Hilary Duff, Josh Peck, Olivia Thirlby, Molly Shannon","Comedy-drama","Sony Pictures Entertainment"
"Whatever Works","Woody Allen","Larry David, Evan Rachel Wood, Patricia Clarkson, Ed Begley, Jr., Conleth Hill, Michael McKean","Comedy, Romance","Sony Pictures Classics"
"Where the Wild Things Are","Spike Jonze","Max Records, Catherine Keener, Mark Ruffalo, Lauren Ambrose, Chris Cooper, James Gandolfini, Catherine O'Hara, Forest Whitaker, Paul Dano","Family, Fantasy","Warner Bros., Legendary Pictures, Village Roadshow Pictures. Based on Where the Wild Things Are by Maurice Sendak"
"Whiteout","Dominic Sena","Kate Beckinsale, Gabriel Macht, Alex O'Loughlin, Columbus Short, Tom Skerritt","Thriller","Warner Bros. Pictures, Dark Castle Entertainment Based on Whiteout by Greg Rucka and Steve Lieber"
"Whip It","Drew Barrymore","Ellen Page, Marcia Gay Harden, Kristen Wiig, Drew Barrymore, Juliette Lewis, Jimmy Fallon, Daniel Stern","Comedy-drama","Fox Searchlight Pictures, Mandate Pictures. Based on the novel by Shauna Cross"
"World's Greatest Dad","Bobcat Goldthwait","Robin Williams, Alexie Gilmore, Daryl Sabara, Henry Simmons","Black comedy","Magnolia Pictures, Darko Entertainment"
"X Games 3D: The Movie","","Bob Burnquist, Ricky Carmichael, Kyle Loza, Travis Pastrana, Danny Way, Shaun White, Emile Hirsch (narrator)","Documentary, Sports","ESPN Films"
"X-Men Origins: Wolverine","Gavin Hood","Hugh Jackman, Liev Schreiber, Danny Huston, will.i.am, Lynn Collins, Taylor Kitsch, Ryan Reynolds, Dominic Monaghan","Action adventure, Superhero","20th Century Fox, Marvel Entertainment. Preceded by X-Men: The Last Stand (2006)"
"Year One","Harold Ramis","Jack Black, Michael Cera, Oliver Platt, Hank Azaria, David Cross, Olivia Wilde, June Raphael, Juno Temple, Christopher Mintz-Plasse","Adventure, Comedy","Columbia Pictures"
"The Young Victoria","Jean-Marc Vallée","Emily Blunt, Miranda Richardson, Jim Broadbent","Drama, Romance","Momentum Pictures"
"Zombieland","Ruben Fleischer","Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin","Comedy horror","Columbia Pictures"
