"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Target Zero II","Walter Cherry","Walter Cherry, Mark Lenard, Wesley Shane Winter, Walter Quiggins,","Action","Mark Lenard's final film, dedicated to Mark Lenard"
"Tarzan and the Lost City","Carl Schenkel","Casper Van Dien, Jane March, Ian Roberts","Adventure",""
"There's Something About Mary","Farrelly brothers","Ben Stiller, Cameron Diaz, Matt Dillon, Keith David, Markie Post","Comedy",""
"Thick as Thieves","Scott Sanders","Alec Baldwin, Andre Braugher, Rebecca De Mornay","Crime drama",""
"The Thin Red Line","Terrence Malick","Sean Penn, Adrien Brody, Jim Caviezel, Ben Chaplin, George Clooney, John Cusack, Woody Harrelson, Elias Koteas, Jared Leto, Nick Nolte, John C. Reilly, John Travolta","Drama, War","based on the novel by James Jones; nominated for 7 Oscars"
"The Truman Show","Peter Weir","Jim Carrey, Ed Harris, Laura Linney, Noah Emmerich, Natascha McElhone","Fantasy","3 Oscar nominations including Best Director"
"Twilight","Robert Benton","Paul Newman, Gene Hackman, Susan Sarandon, James Garner, Reese Witherspoon, Stockard Channing, Liev Schreiber","Neo-noir",""
"U.S. Marshals","Stuart Baird","Tommy Lee Jones, Wesley Snipes, Robert Downey, Jr., Joe Pantoliano, Irène Jacob","Action","sequel to The Fugitive"
"Urban Legend","Jamie Blanks","Jared Leto, Alicia Witt, Rebecca Gayheart, Joshua Jackson, Loretta Devine, Tara Reid, Robert Englund","Horror",""
"Vampires","John Carpenter","James Woods, Daniel Baldwin, Sheryl Lee","Horror",""
"Very Bad Things","Peter Berg","Christian Slater, Cameron Diaz, Jon Favreau, Daniel Stern, Jeremy Piven, Jeanne Tripplehorn","Comedy","PolyGram Entertainment"
"The Waterboy","Frank Coraci","Adam Sandler, Henry Winkler, Kathy Bates, Fairuza Balk","Comedy",""
"The Wedding Singer","Frank Coraci","Adam Sandler, Drew Barrymore, Christine Taylor, Steve Buscemi, Alexis Arquette","Comedy","New Line Cinema"
"What Dreams May Come","Vincent Ward","Robin Williams, Cuba Gooding, Jr., Annabella Sciorra","Drama",""
"Why Do Fools Fall in Love","Gregory Nava","Halle Berry, Vivica A. Fox, Lela Rochon","Romance",""
"Wide Awake","M. Night Shyamalan","Joseph Cross, Timothy Reifsnyder, Dana Delany, Denis Leary","Comedy drama",""
"Wild Things","John McNaughton","Kevin Bacon, Matt Dillon, Neve Campbell, Denise Richards, Bill Murray","Thriller",""
"Without Limits","Robert Towne","Billy Crudup, Donald Sutherland, Monica Potter","Biography",""
"Woo","Daisy Mayer","Jada Pinkett, Tommy Davidson, LL Cool J","Comedy","New Line Cinema"
"Wrongfully Accused","Pat Proft","Leslie Nielsen, Richard Crenna, Melinda McGraw, Kelly Le Brock","Comedy","parody of The Fugitive"
"The X-Files","Rob Bowman","Gillian Anderson, David Duchovny, Martin Landau","Science fiction","based on the TV series"
"Your Friends & Neighbors","Neil LaBute","Amy Brenneman, Aaron Eckhart, Nastassja Kinski, Jason Patric, Catherine Keener, Ben Stiller","Drama","Gramercy Pictures"
"You've Got Mail","Nora Ephron","Tom Hanks, Meg Ryan, Parker Posey, Jean Stapleton","Rom com",""
"Zero Effect","Jake Kasdan","Bill Pullman, Ryan O'Neal, Ben Stiller","Drama","Columbia"
