"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"WALL-E","Andrew Stanton","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","Animation","Walt Disney Pictures, Pixar Animation Studios Winner of the Academy Award for Best Animated Feature, the BAFTA Award for Best Animated Film and the Golden Globe Award for Best Animated Feature Film"
"Waltz with Bashir","Ari Folman","Ari Folman","Animation","Sony Pictures Classics"
"Wanted","Timur Bekmambetov","James McAvoy, Morgan Freeman, Terence Stamp, Angelina Jolie","Action","Universal Studios. Based on Wanted from Mark Millar"
"War, Inc.","Joshua Seftel","John Cusack, Hilary Duff, Marisa Tomei, Joan Cusack","Action",""
"Welcome Home Roscoe Jenkins","Malcolm D. Lee","Martin Lawrence, Margaret Avery, Joy Bryant, Louis C.K.","Comedy","Universal Studios"
"What Doesn't Kill You","Brian Goodman","Mark Ruffalo, Ethan Hawke, Amanda Peet, Donnie Wahlberg","Crime drama","Yari Film Group"
"What Happens in Vegas","Tom Vaughan","Cameron Diaz, Ashton Kutcher, Dennis Farina","Comedy","20th Century Fox"
"What Just Happened","Barry Levinson","Robert De Niro, Sean Penn, Catherine Keener, John Turturro, Kristen Stewart, Stanley Tucci, Bruce Willis","Comedy","Magnolia Pictures"
"Witless Protection","Charles Robert Carner","Larry the Cable Guy, Jenny McCarthy","Comedy","Lionsgate"
"The Women","Diane English","Meg Ryan, Annette Bening, Eva Mendes, Debra Messing, Jada Pinkett Smith","Comedy","Picturehouse Based on the 1939 film"
"The Wrestler","Darren Arronofsky","Mickey Rourke, Marisa Tomei, Evan Rachel Wood","Drama","Fox Searchlight Pictures Winner of the Golden Lion"
"The X-Files: I Want to Believe","Chris Carter","David Duchovny, Gillian Anderson, Amanda Peet","Science fiction","20th Century Fox Preceded by The X-Files"
"Yes Man","Peyton Reed","Jim Carrey","Comedy","Warner Bros. Pictures Based on Yes Man by Danny Wallace"
"You Don't Mess with the Zohan","Dennis Dugan","Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson","Comedy","Columbia Pictures"
"Zack and Miri Make a Porno","Kevin Smith","Seth Rogen, Elizabeth Banks","Comedy","The Weinstein Company"
