"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Finding Nemo 3D","Andrew Stanton, Lee Unkrich (co-director)","Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Barry Humphries, Eric Bana, Bruce Spence, Allison Janney, Elizabeth Perkins, Geoffrey Rush, Brad Garrett, Austin Pendleton, Stephen Root, Vicki Lewis","Adventure, Animated","Walt Disney Pictures, Pixar"
"Fire with Fire","David Barrett","Josh Duhamel, 50 Cent, Bruce Willis, Vincent D'Onofrio, Richard Schiff","Action","Lions Gate Entertainment"
"The First Time","Jon Kasdan","Dylan O'Brien, Britt Robertson, Craig Roberts, Joshua Malina, James Frecheville","Comedy","Destination Films"
"The Fitzgerald Family Christmas","Edward Burns","Edward Burns, Connie Britton, Heather Burns, Kerry Bishé, Marsha Dietlein","Comedy","Tribeca Film"
"The Five-Year Engagement","Nicholas Stoller","Jason Segel, Emily Blunt, Alison Brie, Rhys Ifans, Chris Pratt, Kevin Hart, Mindy Kaling, Chris Parnell, Dakota Johnson, David Paymer, Mimi Kennedy, Brian Posehn, Jacki Weaver","Romantic comedy","Universal Pictures"
"Flicka: Country Pride","Michael Damian","Clint Black, Lisa Hartman-Black, Kacey Rohl, Siobhan Williams, Lily Pearl Black","Family film, Direct-to-DVD","20th Century Fox Preceded by Flicka 2 (2010)"
"Flight","Robert Zemeckis","Denzel Washington, Don Cheadle, Kelly Reilly, John Goodman, Bruce Greenwood and Melissa Leo, Tamara Tunie, Nadine Velazquez","Drama","Paramount Pictures"
"For a Good Time, Call...","Jamie Travis","Ari Graynor, Lauren Miller, Mark Webber and Justin Long, Seth Rogen, Mimi Rogers, Nia Vardalos, James Wolk","Comedy","Focus Features"
"For Ellen","So Yong Kim","Paul Dano, Jon Heder, Jena Malone, Margarita Levieva, Shaylena Mandigo","Drama","Tribeca Film"
"For the Love of Money","Ellie Kanner-Zuckerman","Yehuda Levi, Delphine Chanéac, Cody Longo, Jeffrey Tambor, Jonathan Lipnicki","Action, Drama","Lions Gate Entertainment, Anchor Bay Entertainment"
"The Forger","Lawrence Roeck","Josh Hutcherson, Hayden Panettiere, Lauren Bacall, Alfred Molina, Dina Eastwood","Drama","Big Air Studios"
"Forgetting the Girl","Nate Taylor","Christopher Denham, Anna Camp, Elizabeth Rice, Paul Sparks, Joel de la Fuente","Drama","RAM Releasing Based on the short story of the same name by Peter Moore Smith"
"Fortress","Michael R. Phillips","Bug Hall, Donnie Jeffcoat, Sean McGowan, Manu Intiraymi, Howard Gibson","Drama","Bayou Pictures"
"Frankenweenie","Tim Burton","Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder, Robert Capron, Conchata Ferrell","Animated, Horror comedy","Walt Disney Pictures"
"Friends with Kids","Jennifer Westfeldt","Adam Scott, Jennifer Westfeldt, Jon Hamm, Kristen Wiig, Maya Rudolph, Chris O'Dowd, Megan Fox, Edward Burns","Comedy","Lionsgate"
"Fun Size","Josh Schwartz","Victoria Justice, Thomas Mann, Jane Levy, Chelsea Handler, Thomas McDonell, Osric Chau, Jackson Nicoll, Josh Pence, Johnny Knoxville (uncredited), Thomas Middleditch, Ana Gasteyer, Holmes Osborne, James Pumphrey, Willam Belli, Peter Navy Tuiasosopo","Comedy, Teen","Paramount Pictures, Nickelodeon Movies"
"Gambit","Michael Hoffman","Colin Firth, Cameron Diaz, Alan Rickman, Tom Courtenay, Stanley Tucci","Comedy","CBS Films","November 21 (U.K.)"
"Gayby","Jonathan Lisecki","Jenn Harris, Matthew Wilkas","Comedy","Hubbhobb, Wolfe Video"
"Ghost Rider: Spirit of Vengeance","Neveldine/Taylor","Nicolas Cage, Ciarán Hinds, Violante Placido, Johnny Whitworth, Christopher Lambert, Idris Elba","Superhero","Columbia Pictures, Hyde Park Entertainment Based on the comic book of the same name by Roy Thomas, Gary Friedrich and Mike Ploog Preceded by Ghost Rider (2007)"
"Girl in Progress","Patricia Riggen","Eva Mendes, Matthew Modine, Cierra Ramirez, Patricia Arquette, Eugenio Derbez","Comedy-drama","Lionsgate, Pantelion Films"
"God Bless America","Bobcat Goldthwait","Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton","Comedy","Magnolia Pictures"
"Gone","Heitor Dhalia","Amanda Seyfried, Daniel Sunjata, Jennifer Carpenter, Sebastian Stan, Wes Bentley","Thriller","Summit Entertainment, Lakeshore Entertainment, Sidney Kimmel Entertainment"
"Good Deeds","Tyler Perry","Tyler Perry, Thandie Newton, Brian J. White, Eddie Cibrian, Rebecca Romijn, Jamie Kennedy, Phylicia Rashād, Gabrielle Union","Romantic drama","Lionsgate, Tyler Perry Studios"
"The Grey","Joe Carnahan","Liam Neeson, Frank Grillo, Dermot Mulroney, Dallas Roberts, Joe Anderson, Nonso Anozie, James Badge Dale","Action thriller, Adventure drama","Open Road Films, Scott Free Productions Based on the short story Ghost Walker by Ian MacKenzie Jeffers"
"The Guilt Trip","Anne Fletcher","Barbra Streisand, Seth Rogen","Comedy","Paramount Pictures, Skydance Productions"
"Haywire","Steven Soderbergh","Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Mathieu Kassovitz, Michael Angarano, with Antonio Banderas and Michael Douglas","Action thriller","Relativity"
"Hello I Must Be Going","Todd Louiso","Melanie Lynskey, Blythe Danner, Christopher Abbott, John Rubinstein, Dan Futterman, Julie White","Dramedy, Romance","Oscilloscope Laboratories"
"Here Comes the Boom","Frank Coraci","Kevin James, Salma Hayek, Henry Winkler, Charice Pempengco, Bas Rutten, Reggie Lee, Joe Rogan, Mike Goldberg, Greg Germann, Jason Miller, Melissa Peterman, Bruce Buffer, Krzysztof Soszynski","Comedy, Sports","Columbia Pictures, Happy Madison Productions"
"Hick","Derick Martini","Chloë Grace Moretz, Eddie Redmayne, Ray McKinnon, Rory Culkin, Juliette Lewis, Blake Lively, Alec Baldwin","Drama","Phase 4 Films Based on the novel of the same name by Andrea Portes"
"High School","John Stalberg, Jr.","Adrien Brody, Sean Marquette, Matt Bush, Colin Hanks, Adhir Kalyan and Michael Chiklis, Robert Bailey, Jr., Mykelti Williamson, Andrew Wilson","Comedy","Anchor Bay Films, Parallel Media"
"Hit and Run","Dax Shepard, David Palmer","Dax Shepard, Kristen Bell, Bradley Cooper, Tom Arnold, Kristin Chenoweth, Michael Rosenbaum, Joy Bryant, Ryan Hansen, Beau Bridges","Action comedy","Open Road Films"
"Hope Springs","David Frankel","Meryl Streep, Tommy Lee Jones, Steve Carell","Comedy","Columbia Pictures, Mandate Pictures, MGM Pictures"
"Hotel Transylvania","Genndy Tartakovsky","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, Cee Lo Green","Animated, Comedy","Columbia Pictures, Sony Pictures Animation"
"House at the End of the Street","Mark Tonderai","Jennifer Lawrence, Max Thieriot, Gil Bellows and Elisabeth Shue, Nolan Gerard Funk, James Thomas, Allie MacDonald, Jonathan Malen, Jon McLaren, Eva Link","Horror thriller","Relativity Media"
"The Hunger Games","Gary Ross","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, with Stanley Tucci and Donald Sutherland, Willow Shields, Paula Malcomson, Amandla Stenberg, Alexander Ludwig, Dayo Okeniyi, Isabelle Fuhrman, Jacqueline Emerson, Leven Rambin, Jack Quaid, Toby Jones, Wes Bentley, Latarsha Rose","Action drama, Science fiction","Lionsgate Based on the novel of the same name by Suzanne Collins"
"I Do","Glenn Gaylord","David W. Ross, Jamie-Lynn Sigler, Grant Bowler, Alicia Witt","Drama","Festival premiere; entered general release in 2013."
"Ice Age: Continental Drift","Steve Martino, Mike Thurmeier","Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott, Josh Peck, Chris Wedge, Jennifer Lopez, Keke Palmer, Aziz Ansari, Drake, Jeremy Renner, Wanda Sykes, Matt Bennett, Nicki Minaj, Ester Dean, Rebel Wilson, Joy Behar, Nick Frost, J. B. Smoove, Heather Morris, Josh Gad, Alan Tudyk, Kunal Nayyar, Alain Chabat","Animated, Family","20th Century Fox, Blue Sky Studios Preceded by Ice Age: Dawn of the Dinosaurs (2009)"
"Jack Reacher","Christopher McQuarrie","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog, David Oyelowo, Robert Duvall","Crime drama","Paramount Pictures, Skydance Productions Based on One Shot by Lee Child"
"Jeff, Who Lives at Home","Jay and Mark Duplass","Jason Segel, Ed Helms, Susan Sarandon, Judy Greer, Rae Dawn Chong","Comedy","Paramount Vantage"
"John Carter","Andrew Stanton","Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Willem Dafoe, Bryan Cranston, Polly Walker, Daryl Sabara","Action, Science fiction","Walt Disney Pictures Based on A Princess of Mars by Edgar Rice Burroughs”
"Journey 2: The Mysterious Island","Brad Peyton","Dwayne Johnson, Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, Kristin Davis","Action-adventure, Family","New Line Cinema Preceded by Journey to the Center of the Earth (2008)"
"Joyful Noise","Todd Graff","Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan, Courtney B. Vance, Kris Kristofferson","Comedy, Musical","Alcon Entertainment"
"Katy Perry: Part of Me 3D","Dan Cutforth and Jane Lipsitz","Chronicling the life and career of singer Katy Perry. Scenes are taken from the 2011 California Dreams Tour at Staples Center, Los Angeles","Concert, Documentary","Paramount Pictures, Imagine Entertainment, MTV Films, Insurge Pictures"
"Keep the Lights On","Ira Sachs","Thure Lindhardt, Zachary Booth, David Anzuelo, Maria Dizzia, Julianne Nicholson, Souléymane Sy Savané, Paprika Steen","Drama","Music Box Films, Alarum Pictures, Parts and Labor, Tiny Dancer Films"
"Killer Joe","William Friedkin","Matthew McConaughey, Emile Hirsch, Juno Temple, Gina Gershon, Thomas Haden Church, Marc Macaulay","Crime thriller, Dark comedy","LD Entertainment"
"A Late Quartet","Yaron Zilberman","Philip Seymour Hoffman, Mark Ivanir, Catherine Keener, Christopher Walken, Imogen Poots, Liraz Charhi, Wallace Shawn","Drama","Entertainment One, RKO Pictures"
"Lawless","John Hillcoat","Shia LaBeouf, Tom Hardy, Gary Oldman, Mia Wasikowska, Jessica Chastain, Dane DeHaan, Jason Clarke, Guy Pearce","Drama, Gangster","The Weinstein Company Based on The Wettest County in the World by Matt Bondurant"
“Les Misérables”,””,””,””,””
"Liberal Arts","Josh Radnor","Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney, John Magaro, Elizabeth Reaser, Zac Efron","Comedy-drama","IFC Films, Tom Sawyer Entertainment"
"Life of Pi","Ang Lee","Suraj Sharma, Irrfan Khan, Tabu, Rafe Spall, Gérard Depardieu","Action-adventure, Drama","20th Century Fox Fox 2000 Pictures Rhythm and Hues Based on the novel of the same name by Yann Martel"
"Lincoln","Steven Spielberg","Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones","Biopic, Political drama","Touchstone Pictures, DreamWorks Pictures, 20th Century Fox, Reliance Entertainment, Participant Media Based in part on Team of Rivals: The Political Genius of Abraham Lincoln by Doris Kearns Goodwin"
"A Little Bit of Heaven","Nicole Kassell","Kate Hudson, Gael García Bernal, Lucy Punch, Romany Malco, Treat Williams, Whoopi Goldberg, Kathy Bates","Romantic comedy","The Film Department, Millennium Entertainment"
"Lockout","James Mather and Stephen St. Leger","Guy Pearce, Maggie Grace, Vincent Regan, Joseph Gilgun, Lennie James, Peter Stormare","Action, Science fiction","FilmDistrict, Open Road Films"
"Lola Versus","Daryl Wein","Greta Gerwig, Joel Kinnaman, Zoe Lister-Jones, Bill Pullman, Debra Winger, Hamish Linklater, Cheyenne Jackson","Romance","Fox Searchlight Pictures"
"The Loneliest Planet","Julia Loktev","Gael García Bernal, Hani Furstenberg, Bidzina Gujabidze","Thriller","Sundance Selects Based on Expensive Trips Nowhere by Tom Bissell"
"Looper","Rian Johnson","Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano, Qing Xu, Noah Segan, Jeff Daniels, Piper Perabo, Garret Dillahunt","Science fiction","TriStar Pictures, FilmDistrict"
"Dr. Seuss' The Lorax","Chris Renaud, Kyle Balda","Danny DeVito, Zac Efron, Taylor Swift, Ed Helms, Rob Riggle, Betty White, Jenny Slate","Animated, Family","Universal Pictures, Illumination Entertainment Based on the children's book of the same name by Dr. Seuss"
"The Lucky One","Scott Hicks","Zac Efron, Taylor Schilling, Jay R. Ferguson, Blythe Danner","Romantic drama","Warner Bros. Pictures, Village Roadshow Pictures Based on the novel of the same name by Nicholas Sparks"
"Madagascar 3: Europe's Most Wanted","Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Frances McDormand, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Bryan Cranston, Jessica Chastain, Martin Short, Paz Vega, Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Conrad Vernon","Animated, Family","Paramount Pictures, DreamWorks Animation, Pacific Data Images Preceded by Madagascar: Escape 2 Africa (2008)"
"Madea's Witness Protection","Tyler Perry","Tyler Perry, Eugene Levy, Denise Richards, Doris Roberts, Romeo Miller, Tom Arnold, John Amos, Marla Gibbs, Danielle Campbell, Devan Leos, Jeff Joslin","Comedy","Lionsgate, Tyler Perry Studios"
"Magic Mike","Steven Soderbergh","Channing Tatum, Alex Pettyfer and Matthew McConaughey, Cody Horn, Olivia Munn, Matt Bomer, Riley Keough, Joe Manganiello, Kevin Nash, Adam Rodríguez, Gabriel Iglesias","Comedy-drama","Warner Bros. Pictures"
"The Magic of Belle Isle","Rob Reiner","Morgan Freeman, Virginia Madsen, Kenan Thompson","Drama","Magnolia Pictures"
"Maladies (2012 film)","Carter","James Franco, Catherine Keener, Fallon Goodson","Drama","N/A"
"Man on a Ledge","Asger Leth","Sam Worthington, Elizabeth Banks, Jamie Bell, Anthony Mackie, Ed Burns, Titus Welliver, Génesis Rodríguez, Kyra Sedgwick, Ed Harris","Thriller","Summit Entertainment"
"The Man with the Iron Fists","RZA","Russell Crowe, Cung Le, Lucy Liu, Byron Mann, RZA, Rick Yune, David Bautista, Jamie Chung","Martial arts","Universal Pictures, Strike Entertainment"
"Marley","Kevin Macdonald","The life of reggae singer Bob Marley.","Biographical, Documentary","Magnolia Pictures, Shangri-La Entertainment"
"The Master","Paul Thomas Anderson","Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern","Drama","The Weinstein Company"
"Men in Black 3","Barry Sonnenfeld","Will Smith, Tommy Lee Jones, Josh Brolin, Rip Torn, Emma Thompson, Alice Eve, Nicole Scherzinger, Jemaine Clement, Bill Hader, Keone Young, Yuri Lowenthal (voice)","Sci-fi comedy","Columbia Pictures, Amblin Entertainment Preceded by Men in Black II (2002)"
"Mirror Mirror","Tarsem Singh","Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane, Sean Bean, Mare Winningham, Michael Lerner, Robert Emms, Mark Povinelli, Danny Woodburn, Jordan Prentice, Ronald Lee Clark, Sebastian Saraceno, Martin Klebba, Joe Gnoffo, Bonnie Bentley, Nadia Verrucci","Comedy, Fantasy","Relativity Media Based on Snow White by the Brothers Grimm"
"Monsters, Inc. 3D","Pete Docter, Lee Unkrich, David Silverman (co-directors)","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Frank Oz","Family, Animated","Walt Disney Pictures, Pixar"
"Moonrise Kingdom","Wes Anderson","Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Harvey Keitel, Marc Rizzo, Jared Gilman, Kara Hayward","Drama","Focus Features"
"Nobody Walks","Ry Russo-Young","John Krasinski, Olivia Thirlby, Rosemarie DeWitt, India Ennenga, Justin Kirk","Comedy-drama","Magnolia Pictures"
"The Odd Life of Timothy Green","Peter Hedges","Jennifer Garner, Joel Edgerton, CJ Adams, Ron Livingston, Dianne Wiest, Odeya Rush, Rosemarie DeWitt, Lin-Manuel Miranda, M. Emmet Walsh, Michael Arden, Lois Smith, David Morse, Common, Rhoda Griffis, Sharon Morris, Jason Davis, Cullen Moss","Dramedy, Fantasy","Walt Disney Pictures"
"One for the Money","Julie Anne Robinson","Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo, Sherri Shepherd, Debbie Reynolds","Action comedy","Lionsgate, Lakeshore Entertainment Based on the novel of the same name by Janet Evanovich"
"The Oogieloves in the Big Balloon Adventure","Matthew Diamond","Toni Braxton, Cloris Leachman, Christopher Lloyd, Chazz Palminteri, Cary Elwes and Jaime Pressly, Maya Stange","Family, Musical","Kenn Viselman Presents"
"The Oranges","Julian Farino","Hugh Laurie, Catherine Keener, Oliver Platt, Allison Janney, Alia Shawkat, Adam Brody, Leighton Meester","Romantic comedy","ATO Pictures, Likely Story, Olympic Pictures"
"The Paperboy","Lee Daniels","Matthew McConaughey, Zac Efron, John Cusack, Nicole Kidman, David Oyelowo, Macy Gray (narrator), Scott Glenn, Nikolette Noel, Ned Bellamy","Drama","Millennium Films, Nu Image Films Based on the novel of the same name by Pete Dexter"
"Paranormal Activity 4","Henry Joost and Ariel Schulman","Katie Featherston, Kathryn Newton, Matt Shively, Brady Allen, Aiden Lovekamp, Stephen Dunham, Alexondra Lee","Supernatural horror","Paramount Pictures Preceded by Paranormal Activity 3 (2011)"
"ParaNorman","Sam Fell, Chris Butler","Kodi Smit-McPhee, Casey Affleck, Tempestt Bledsoe, John Goodman, Jeff Garlin, Bernard Hill, Anna Kendrick, Leslie Mann, Christopher Mintz-Plasse, Elaine Stritch, Tucker Albrizzi, Alex Borstein, Jodelle Ferland","Animated, Horror comedy, Thriller","Focus Features, Laika","August 17"
"Parental Guidance","Andy Fickman","Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Bailee Madison, Joshua Rush","Comedy, Family","20th Century Fox, Walden Media, Chernin Entertainment"
"Peace, Love, & Misunderstanding","Bruce Beresford","Jane Fonda, Catherine Keener, Jeffrey Dean Morgan, Chace Crawford, Elizabeth Olsen, Nat Wolff, Rosanna Arquette, Kyle MacLachlan","Dramedy","IFC Films"
"People Like Us","Alex Kurtzman","Chris Pine, Elizabeth Banks, Olivia Wilde, Michael Hall D'Addario, Mark Duplass, Philip Baker Hall, Jon Favreau, Michelle Pfeiffer","Drama","Touchstone Pictures, DreamWorks Pictures, Reliance Entertainment"
"The Perks of Being a Wallflower","Stephen Chbosky","Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh, Dylan McDermott, Joan Cusack, Paul Rudd","Dramedy, Teen","Summit Entertainment Based on the novel of the same name by Stephen Chbosky"
"Piranha 3DD","John Gulager","Danielle Panabaker, Matt Bush, David Koechner, Chris Zylka, Katrina Bowden, Gary Busey, Christopher Lloyd, David Hasselhoff, Ving Rhames, Paul Scheer, Meagan Tandy, Jean-Luc Bilodeau, Clu Gulager, Paul James Jordan, Adrian Martinez, Shanica Knowles","Horror comedy","Dimension Films"
"Pitch Perfect","Jason Moore","Anna Kendrick, Brittany Snow, Anna Camp, Rebel Wilson, Christopher Mintz-Plasse, Skylar Astin, Freddie Stroma, Alexis Knapp, Adam DeVine, Ester Dean, Brock Kelly, Elizabeth Banks, John Michael Higgins","Comedy, Musical","Universal Pictures, Relativity Media, Gold Circle Films Based on the novel of the same name by Mickey Rapkin"
"The Possession","Ole Bornedal","Natasha Callis, Jeffrey Dean Morgan, Kyra Sedgwick, Madison Davenport, Grant Show, Matisyahu","Supernatural horror","Lionsgate, Ghost House Pictures”
"Premium Rush","David Koepp","Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Jamie Chung","Action","Columbia Pictures”
"Price Check","Michael Walker","Parker Posey, Eric Mabius, Annie Parisse, Josh Pais, Edward Herrmann, Remy Auberjonois, Jayce Bartók, Samrat Chakrabarti, Cheyenne Jackson, Stephen Kunken, Amy Schumer, Matt Servitto, Mackenzie Smith, Melinda Page Hamilton","Comedy","IFC Films"
"Project X","Nima Nourizadeh","Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Alexis Knapp, Nichole Bloom, Dax Flame, Miles Teller, Kirby Bliss Blanton","Comedy","Warner Bros., Silver Pictures"
"Prometheus","Ridley Scott","Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron","Action, Horror, Science fiction","20th Century Fox"
"Puppet Master X: Axis Rising","Charles Band","Kip Canyon, Jean Louise O'Sullivan, Oto Brezina, Scott Anthony King, Stephanie Sanditz, Brad Potts, Ian Roberts","Horror","Full Moon Features"
"The Queen of Versailles","Lauren Greenfield","The ""riches to rags"" trajectory of high-living former model Jackie Siegel and her attempt to build a Florida version of France's Palace of Versailles.","Documentary","Magnolia Pictures"
"Rampart","Oren Moverman","Woody Harrelson, Ned Beatty, Ben Foster, Anne Heche, Ice Cube, Cynthia Nixon, Sigourney Weaver, Robert Wisdom, Robin Wright, Steve Buscemi","Crime drama","Millennium Entertainment"
"The Raven","James McTeigue","John Cusack, Alice Eve, Oliver Jackson-Cohen, Luke Evans, Brendan Gleeson, Kevin McNally, Pam Ferris, Sergej Trifunović, Ian Virgo, Sam Hazeldine, Brendan Coyle, M. Emmet Walsh","Thriller","Rogue, Relativity Media"
"Red Dawn","Dan Bradley","Chris Hemsworth, Josh Peck, Josh Hutcherson, Adrianne Palicki, Isabel Lucas, Connor Cruise, Jeffrey Dean Morgan","Action, War","FilmDistrict Based on the 1984 film of the same name"
"Red Hook Summer","Spike Lee","Clarke Peters, Nate Parker, Thomas Jefferson Byrd, introducing Toni Lysaith and Jules Brown, Heather Simms, James Ransone, De'Adre Aziza, Isiah Whitlock, Jr., Spike Lee","Dramedy","40 Acres & A Mule Filmworks, Variance Films"
"Red Lights","Rodrigo Cortés","Cillian Murphy, Sigourney Weaver, Toby Jones, Joely Richardson, Elizabeth Olsen and Robert De Niro, Leonardo Sbaraglia, Burn Gorman, Karen David, Craig Roberts","Psychological thriller","Millennium Entertainment"
"Red Tails","Anthony Hemingway","Cuba Gooding, Jr., Terrence Howard, Daniela Ruah, Bryan Cranston, Nate Parker, David Oyelowo, Ryan Early, Method Man, Elijah Kelley, Ne-Yo, Tristan Wilds, Kevin Phillips, Robert Kazinsky, Lee Tergesen, Andre Royo, Marcus T. Paulk, Michael B. Jordan, Jazmine Sullivan, Aml Ameen, Gerald McRaney","Action drama, War","20th Century Fox, Lucasfilm"
"Resident Evil: Retribution","Paul W. S. Anderson","Milla Jovovich, Michelle Rodriguez, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing, Oded Fehr, Mika Nakashima","Science fiction Thriller","Screen Gems Preceded by Resident Evil: Afterlife (2010)”
"Rise of the Guardians","Peter Ramsey, William Joyce (co-director)","Chris Pine, Isla Fisher, Hugh Jackman, Alec Baldwin, Jude Law, Dakota Goyo","Action-adventure, Animated, Family","Paramount Pictures, DreamWorks Animation Based on The Guardians of Childhood book series by William Joyce"
"Robot & Frank","Jake Schreier","Frank Langella, James Marsden, Liv Tyler, Jeremy Strong, Jeremy Sisto, Peter Sarsgaard (voice), Susan Sarandon","Dramedy","Samuel Goldwyn Films, Stage 6 Films"
"Rock of Ages","Adam Shankman","Julianne Hough, Diego Boneta, Russell Brand, Paul Giamatti, Catherine Zeta-Jones, Malin Åkerman, Mary J. Blige, Alec Baldwin, Tom Cruise","Musical, Romantic comedy","New Line Cinema Based on the 2006 Broadway musical of the same name by Chris D'Arienzo"
"Ruby Sparks","Jonathan Dayton and Valerie Faris","Paul Dano, Zoe Kazan, Antonio Banderas, Annette Bening, Steve Coogan, Elliott Gould, Chris Messina, Alia Shawkat, Deborah Ann Woll","Romantic comedy","Fox Searchlight Pictures"
"Safe","Boaz Yakin","Jason Statham, Catherine Chan, Chris Sarandon, Anson Mount, Robert John Burke, James Hong, Reggie Lee, Danny Hoch, Danni Lang, Igor Jijikine, David Kim","Action","Lionsgate"
"Safe House","Daniel Espinosa","Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick","Action thriller","Universal Pictures, Relativity Media"
"Safety Not Guaranteed","Colin Trevorrow","Aubrey Plaza, Mark Duplass, Jake Johnson, Karan Soni, Jenica Bergere, Kristen Bell, Jeff Garlin, Mary Lynn Rajskub","Comedy","FilmDistrict"
"Samsara","Ron Fricke","Exploring the wonders of the world from the mundane to the miraculous.","Documentary","Oscilloscope Laboratories Preceded by Baraka (1992)"
"Savages","Oliver Stone","Taylor Kitsch, Aaron Johnson, Blake Lively, Uma Thurman, Salma Hayek, Benicio del Toro, Emile Hirsch, John Travolta, Joel David Moore, Demián Bichir, Mía Maestro, Trevor Donovan, Sandra Echeverría, Gillian Zinser","Crime thriller","Universal Pictures, Relativity Media Based on the novel of the same name by Don Winslow"
"Seeking a Friend for the End of the World","Lorene Scafaria","Steve Carell, Keira Knightley, Adam Brody, Derek Luke, William Petersen, Connie Britton, Patton Oswalt, Melanie Lynskey, Rob Corddry, Melinda Dillon, Rob Huebel, Gillian Jacobs, T. J. Miller, Amy Schumer, Jim O'Heir","Comedy","Focus Features, Mandate Pictures, Indian Paintbrush"
"The Sessions","Ben Lewin","John Hawkes, Helen Hunt, Moon Bloodgood, Annika Marks, Rhea Perlman, Adam Arkin, William H. Macy, W. Earl Brown, Blake Lindsley, Robin Weigert, Rusty Schwimmer, Jenni Baird","Drama","Fox Searchlight Pictures"
"Silent Hill: Revelation 3D","Michael J. Bassett","Adelaide Clemens, Kit Harington, Deborah Kara Unger, Martin Donovan, Malcolm McDowell, Carrie-Anne Moss, Sean Bean, Radha Mitchell, Heather Marks","Horror thriller","Open Road Films Based on Silent Hill 3 created by Konami Preceded by Silent Hill (2006)"
"Silent House","Chris Kentis and Laura Lau","Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Taylor Ross, Haley Murphy","Horror","Open Road Films Based on The Silent House by Oscar Estevez"
"Silver Linings Playbook","David O. Russell","Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Anupam Kher, Julia Stiles, Chris Tucker","Comedy-drama, Romance","The Weinstein Company Based on the novel of the same name"
"Sinister","Scott Derrickson","Ethan Hawke, Juliet Rylance, Fred Thompson, James Ransone, Clare Foley, Michael Hall D'Addario, Vincent D'Onofrio","Supernatural horror","Summit Entertainment"
"Sleepwalk with Me","Mike Birbiglia","Mike Birbiglia, Lauren Ambrose, Cristin Milioti, James Rebhorn, Carol Kane, Marylouise Burke, Loudon Wainwright III, Aya Cash, David Wain, Marc Maron, Sondra James, Kristen Schaal, Jessi Klein, Wyatt Cenac","Comedy","IFC Films"
"Smashed","James Ponsoldt","Mary Elizabeth Winstead, Aaron Paul, Nick Offerman, Megan Mullally, Kyle Gallner, Mary Kay Place, Octavia Spencer, Bree Turner, Mackenzie Davis, Patti Allison, Richmond Arquette, Natalie Dreyfuss","Dramatic comedy","Sony Pictures Classics"
"Snow White & the Huntsman","Rupert Sanders","Kristen Stewart, Charlize Theron, Chris Hemsworth, Sam Claflin, Ian McShane, Bob Hoskins, Ray Winstone, Nick Frost, Toby Jones, Johnny Harris, Eddie Marsan, Brian Gleeson, Lily Cole, Sam Spruell, Vincent Regan, Noah Huntley","Action, Fantasy","Universal Pictures Based on Snow White by The Brothers Grimm"
