"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Paradise Lost: The Child Murders at Robin Hood Hills","Joe Berlinger, Bruce Sinofsky","","Documentary","made for TV"
"The People vs. Larry Flynt","Miloš Forman","Woody Harrelson, Courtney Love, Edward Norton","Biography","won 2 Golden Globes"
"The Phantom","Simon Wincer","Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones, James Remar, Patrick McGoohan","Action","based on the comic strip"
"Phat Beach","Doug Ellin","Jermaine 'Huggy' Hopkins, Coolio, Brian Hooks","Comedy",""
"Phenomenon","Jon Turteltaub","John Travolta, Forest Whitaker, Kyra Sedgwick, Robert Duvall","Drama","Touchstone Pictures"
"Pie in the Sky","Bryan Gordon","Josh Charles, Anne Heche, John Goodman","Comedy",""
"Pinocchio's Revenge","Kevin Tenney","Rosalind Allen","Horror",""
"Poison Ivy II: Lily","Anne Goursaud","Alyssa Milano","Thriller","sequel to Poison Ivy"
"The Pompatus of Love","Richard Schenkman","Jon Cryer, Mia Sara","Comedy",""
"The Portrait of a Lady","Jane Campion","Nicole Kidman, John Malkovich, Barbara Hershey, Christian Bale","Drama","based on Henry James novel"
"The Preacher's Wife","Penny Marshall","Denzel Washington, Whitney Houston, Courtney B. Vance","Romantic comedy","The Bishop's Wife remake"
"Primal Fear","Gregory Hoblit","Richard Gere, Edward Norton, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, Andre Braugher","Crime drama","from William Diehl novel; Golden Globe for Norton"
"The Proprietor","Ismail Merchant","Jeanne Moreau, Sean Young","Drama",""
"Public Enemies","Mark L. Lester","Theresa Russell, Eric Roberts, James Marsden","Crime drama","story of Ma Barker"
"Puddle Cruiser","Jay Chandrasekhar","","Comedy",""
"The Quest","Jean-Claude Van Damme","Jean-Claude Van Damme, Roger Moore, James Remar","Action",""
"Race the Sun","Charles T. Kanganis","Halle Berry, James Belushi","Drama",""
"Ransom","Ron Howard","Mel Gibson, Rene Russo, Gary Sinise, Delroy Lindo","Crime drama","remake of 1956 film"
"Rasputin: Dark Servant of Destiny","Uli Edel","Alan Rickman, Greta Scacchi, Ian McKellen","Drama","Emmy awards for Rickman, Scacchi"
"Red Ribbon Blues","Charles Winkler","Paul Mercurio, Debi Mazar","Drama",""
"Return of Techno-Destructo","","","",""
"The Rich Man's Wife","Amy Holden-Jones","Halle Berry, Clive Owen, Peter Greene","Drama",""
"Riders of the Purple Sage","Charles Haid","Ed Harris, Amy Madigan, Robin Tunney","Western","based on Zane Grey novel"
"The Rock","Michael Bay","Sean Connery, Nicolas Cage, Ed Harris","Action","producer Don Simpson's final film"
"Sabrina the Teenage Witch","Tibor Takács","Melissa Joan Hart","Fantasy","based on the TV series"
"Samson and Delilah","Nicolas Roeg","Elizabeth Hurley, Dennis Hopper, Michael Gambon, Diana Rigg","Biblical drama",""
"Santa Claws","John A. Russo","","Horror",""
"Santa with Muscles","John Murlowski","Hulk Hogan","Action, Comedy",""
"Schizopolis","Steven Soderbergh","Steven Soderbergh","Experimental",""
"Scream","Wes Craven","David Arquette, Neve Campbell, Courteney Cox, Rose McGowan, Skeet Ulrich, Matthew Lillard, Jamie Kennedy, Drew Barrymore","Horror, Slasher","6 Saturn Award nominations"
"Set It Off","F. Gary Gray","Jada Pinkett, Queen Latifah, Vivica A. Fox, Kimberly Elise, Blair Underwood","Drama",""
"Sgt. Bilko","Jonathan Lynn","Steve Martin, Dan Aykroyd, Glenne Headly","Comedy","based on the TV series"
"She Cried No","Bethany Rooney","Mark-Paul Gosselaar","Drama","TV"
"She's the One","Edward Burns","Jennifer Aniston, Cameron Diaz","Romantic comedy",""
"Shiloh","Dale Rosenbloom","Rod Steiger, Michael Moriarty","Family",""
"Silent Trigger","Russel Mulcahy","Dolph Lundgren","Drama",""
"Skin & Bone","Everett Lewis","J. Wyatt","Drama",""
"Sleepers","Barry Levinson","Brad Pitt, Robert De Niro, Jason Patric, Minnie Driver, Kevin Bacon, Terry Kinney, Brad Renfro, Ron Eldard, Vittorio Gassman, Dustin Hoffman","Drama","based on Lorenzo Carcaterra novel"
"Sling Blade","Billy Bob Thornton","Billy Bob Thornton, Dwight Yoakam, John Ritter, Lucas Black, James Hampton, J. T. Walsh","Drama","Oscar for screenplay"
"Snowboard Academy","John Shepphird","Corey Haim, Jim Varney, Brigitte Nielsen","Comedy","TV"
"Solo","Norberto Barba","Mario van Peebles, William Sadler","Science fiction",""
"Sometimes They Come Back... Again","","Michael Gross, Hilary Swank","Science fiction",""
"Space Jam","Joe Pytka","Michael Jordan, Wayne Knight, Theresa Randle, Bill Murray","Animation",""
"Space Truckers","Stuart Gordon","Stephen Dorff, Dennis Hopper","Science fiction comedy",""
"Special Effects: Anything Can Happen","","","",""
"The Spitfire Grill","Lee David Zlotoff","Alison Elliott, Ellen Burstyn, Marcia Gay Harden","Drama",""
"Spy Hard","Rick Friedberg","Leslie Nielsen, Nicollette Sheridan, Andy Griffith, Barry Bostwick, Marcia Gay Harden, Charles Durning","Comedy",""
"Star Trek: First Contact","Jonathan Frakes","Patrick Stewart, Brent Spiner, LeVar Burton, James Cromwell, Jonathan Frakes, Alice Krige, Neal McDonough, Marina Sirtis","Science fiction","based on Star Trek: The Next Generation TV series"
"Stealing Beauty","Bernardo Bertolucci","Liv Tyler, Joseph Fiennes, Jeremy Irons","Drama",""
"Stolen Memories: Secrets from the Rose Garden","Bob Clark","Mary Tyler Moore, Linda Lavin","Drama","TV"
"A Story of Healing","Donna Dewey","","Documentary","28 minutes"
"Striptease","Andrew Bergman","Demi Moore, Armand Assante, Ving Rhames, Burt Reynolds, Robert Patrick, Paul Guilfoyle, Pandora Peaks","Comedy","based on a novel by Carl Hiaasen; winner of 6 Razzie awards"
"The Stupids","John Landis","Tom Arnold, Jessica Lundy, Bug Hall, Mark Metcalf","Comedy","based on Harry Allard story; 4 Razzie nominations"
"The Substance of Fire","Daniel J. Sullivan","Ron Rifkin, Sarah Jessica Parker","Drama",""
"The Substitute","Robert Mandel","Tom Berenger, Ernie Hudson","Drama",""
"The Sunchaser","Michael Cimino","Woody Harrelson, Jon Seda","Drama","Cimino's last film to date"
"Sunset Park","Steve Gomer","Rhea Perlman, Terrence Howard","Drama",""
"Surviving Picasso","James Ivory","Anthony Hopkins, Natascha McElhone, Julianne Moore","Biography","story of Pablo Picasso"
"Susie Q","John Blizek","Justin Whalin, Amy Jo Johnson","Drama","TV"
"Sweet Temptation","Ron Lagomarsino","","",""
"Swingers","Doug Liman","Jon Favreau, Vince Vaughn, Ron Livingston, Alex Désert, Patrick Van Horn, Heather Graham","Comedy","written by Favreau"
"Tales of Erotica","4 directors","Arliss Howard, Mira Sorvino","Anthology",""
"Talk to Me","Graeme Campbell","Yasmine Bleeth, Veronica Hamel","Drama","made for TV"
"Tender Fictions","Barbara Hammer","Catherine Jauniaux","Drama",""
"That Thing You Do!","Tom Hanks","Tom Everett Scott, Liv Tyler, Steve Zahn, Ethan Embry, Johnathon Schaech, Tom Hanks","Drama, Musical","first film directed by Hanks"
"A Thin Line Between Love and Hate","Martin Lawrence","Martin Lawrence, Lynn Whitfield","Comedy","first film directed by Lawrence"
"Thinner","Tom Holland","Robert John Burke, Lucinda Jenney, Joe Mantegna","Horror","based on Stephen King novel"
"Ticket to New Year's","Lin Dell'Amico","Grateful Dead","Concert",""
"A Time to Kill","Joel Schumacher","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey, Donald Sutherland, Kiefer Sutherland, Ashley Judd, Patrick McGoohan, Brenda Fricker","Drama","based on John Grisham novel"
"Tin Cup","Ron Shelton","Kevin Costner, Rene Russo, Don Johnson, Cheech Marin, Linda Hart","Romantic comedy","with PGA golfers as themselves"
"Titanic","Robert Lieberman","George C. Scott, Eva Marie Saint, Peter Gallagher, Catherine Zeta-Jones","Biography","made for TV"
"To Brave Alaska","Bruce Pittman","Alyssa Milano, Cameron Bancroft, Winston Rekert","Adventure, Drama","made for TV"
"To Gillian on Her 37th Birthday","Michael Pressman","Peter Gallagher, Michelle Pfeiffer, Claire Danes, Kathy Baker","Drama","script by David E. Kelley"
"To Sir, with Love II","Peter Bogdanovich","Sidney Poitier, Lulu, Judy Geeson","Drama","sequel to 1962 film"
"Toad Warrior","Donald G. Jackson, Scott Shaw","Scott Shaw, Joe Estevez, Sandra Purpuro","Action, Sci-Fi","made for TV"
"The Toilers and the Wayfarers","Keith Froelich","Matt Klemp Andrew Woodhouse","Drama","Runaway hustlers in Minneapolis. IMDb"
"Tornado!","Noel Nosseck","Bruce Campbell, Shannon Sturges","Action","made for TV"
"Trees Lounge","Steve Buscemi","Steve Buscemi, Anthony LaPaglia, Chloë Sevigny, Samuel L. Jackson","Drama",""
"Tremors 2: Aftershocks","S.S. Wilson","Fred Ward, Helen Shaver","Horror","sequel to Tremors"
"The Trigger Effect","David Koepp","Kyle MacLachlan, Dermot Mulroney, Elisabeth Shue","Drama",""
"Trilogy of Terror II","Dan Curtis","Lysette Anthony","Horror","sequel"
"Tromeo and Juliet","Lloyd Kaufman","Jane Jensen, Will Keenan","Drama",""
"True Crime","Pat Verducci","Alicia Silverstone, Kevin Dillon, Bill Nunn","Drama","Trimark Pictures"
"The Truth About Cats & Dogs","Michael Lehmann","Uma Thurman, Janeane Garafalo, Ben Chaplin, Jamie Foxx","Comedy","20th Century Fox"
"Twisted Desire","Craig R. Baxley","Melissa Joan Hart","Drama",""
"Twister","Jan de Bont","Helen Hunt, Bill Paxton, Jami Gertz, Cary Elwes","Disaster","first film released on DVD"
"Two Much","Fernando Trueba","Antonio Banderas, Melanie Griffith, Daryl Hannah, Danny Aiello, Joan Cusack","Romantic comedy","from Donald E. Westlake novel"
"Unforgettable","John Dahl","Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald","Drama","MGM"
"Unhook the Stars","Nick Cassavetes","Gena Rowlands, Marisa Tomei, Gérard Depardieu, Moira Kelly","Drama","Miramax"
"Unlikely Angel","Michael Switzer","Dolly Parton, Roddy McDowall","Family","TV"
"Up Close & Personal","Jon Avnet","Robert Redford, Michelle Pfeiffer, Joe Mantegna, Stockard Channing, Kate Nelligan","Drama","song nominated for Academy Award"
"A Very Brady Sequel","Arlene Sanford","Shelley Long, Gary Cole, Tim Matheson, Christine Taylor","Comedy","based on The Brady Bunch"
"Walking and Talking","Nicole Holofcener","Catherine Keener, Anne Heche, Liev Schreiber","Drama","Miramax"
"The War at Home","Emilio Estevez","Martin Sheen, Emilio Estevez","Drama","Sheen, Estevez as father & son"
"The Watermelon Woman","Cheryl Dunye","Cheryl Dunye, Guinevere Turner, Valarie Walker","Drama",""
"Wedding Bell Blues","Dana Lustig","Illeana Douglas, Paulina Porizkova","Comedy",""
"Werewolf","Tony Zarindast","Jorge Rivero","Horror","made for TV"
"When We Were Kings","Leon Gast","Muhammad Ali, George Foreman","Documentary","won Academy Award"
"White Squall","Ridley Scott","Jeff Bridges, Ryan Phillippe, Scott Wolf","Drama","based on Robert Langford book"
"The Whole Wide World","Dan Ireland","Renée Zellweger, Vincent D'Onofrio","Biography","based on Novalyne Price book"
"William Shakespeare's Romeo + Juliet","Baz Luhrmann","Leonardo DiCaprio, Claire Danes, John Leguizamo, Pete Postlethwaite, Brian Dennehy, Paul Sorvino, Diane Venora, Christina Pickles","Drama","inspired by Shakespeare's play"
"Windsor Protocol","George Mihalki","Kyle MacLachlan","Drama","TV"
"The Winner","""Alan Smithee"" (Alex Cox)","Rebecca De Mornay, Michael Madsen, Vincent D'Onofrio, Billy Bob Thornton","Drama",""
"Wish Upon a Star","Blair Treu","Katherine Heigl, Danielle Harris","Family",""
"Your Studio and You","Trey Parker, Matt Stone","Sylvester Stallone, Demi Moore, Steven Spielberg","Short subject","14 minutes"
